Number,Time,Source,Destination,Protocol,Length,TotalLength,SourcePort,DestinationPort,DestinationMacAddress,SourceMacAddress,,PacketClassification
696,77.341713,192.168.1.93,192.168.1.79,TCP,54,40,80,61568,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
697,77.341713,192.168.1.93,192.168.1.79,TCP,54,40,80,61569,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
698,77.342076,192.168.1.79,192.168.1.93,TCP,66,52,61570,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
699,77.342078,192.168.1.79,192.168.1.93,TCP,66,52,61571,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
700,77.342079,192.168.1.79,192.168.1.93,TCP,66,52,61572,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
701,77.342079,192.168.1.79,192.168.1.93,TCP,66,52,61573,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
702,77.342112,192.168.1.93,192.168.1.79,TCP,54,40,80,61570,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
703,77.342112,192.168.1.93,192.168.1.79,TCP,54,40,80,61571,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
704,77.342112,192.168.1.93,192.168.1.79,TCP,54,40,80,61572,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
705,77.342113,192.168.1.93,192.168.1.79,TCP,54,40,80,61573,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
706,77.344042,192.168.1.79,192.168.1.93,TCP,66,52,61574,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
707,77.344046,192.168.1.79,192.168.1.93,TCP,66,52,61575,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
708,77.344047,192.168.1.79,192.168.1.93,TCP,66,52,61576,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
709,77.344048,192.168.1.79,192.168.1.93,TCP,66,52,61577,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
710,77.344049,192.168.1.79,192.168.1.93,TCP,66,52,61578,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
711,77.344052,192.168.1.79,192.168.1.93,TCP,66,52,61579,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
712,77.344102,192.168.1.93,192.168.1.79,TCP,54,40,80,61574,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
713,77.344102,192.168.1.93,192.168.1.79,TCP,54,40,80,61575,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
714,77.344102,192.168.1.93,192.168.1.79,TCP,54,40,80,61576,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
715,77.344103,192.168.1.93,192.168.1.79,TCP,54,40,80,61577,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
716,77.344103,192.168.1.93,192.168.1.79,TCP,54,40,80,61578,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
717,77.344103,192.168.1.93,192.168.1.79,TCP,54,40,80,61579,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
718,77.34431,192.168.1.79,192.168.1.93,TCP,66,52,61580,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
719,77.344312,192.168.1.79,192.168.1.93,TCP,66,52,61581,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
720,77.344313,192.168.1.79,192.168.1.93,TCP,66,52,61582,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
721,77.344313,192.168.1.79,192.168.1.93,TCP,66,52,61583,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
722,77.344314,192.168.1.79,192.168.1.93,TCP,66,52,61584,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
723,77.344341,192.168.1.93,192.168.1.79,TCP,54,40,80,61580,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
724,77.344341,192.168.1.93,192.168.1.79,TCP,54,40,80,61581,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
725,77.344341,192.168.1.93,192.168.1.79,TCP,54,40,80,61582,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
726,77.344341,192.168.1.93,192.168.1.79,TCP,54,40,80,61583,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
727,77.344342,192.168.1.93,192.168.1.79,TCP,54,40,80,61584,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
728,77.345922,192.168.1.79,192.168.1.93,TCP,66,52,61585,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
729,77.345926,192.168.1.79,192.168.1.93,TCP,66,52,61586,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
730,77.345927,192.168.1.79,192.168.1.93,TCP,66,52,61587,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
731,77.345979,192.168.1.93,192.168.1.79,TCP,54,40,80,61585,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
732,77.34598,192.168.1.93,192.168.1.79,TCP,54,40,80,61586,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
733,77.34598,192.168.1.93,192.168.1.79,TCP,54,40,80,61587,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
734,77.346207,192.168.1.79,192.168.1.93,TCP,66,52,61588,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
735,77.34621,192.168.1.79,192.168.1.93,TCP,66,52,61589,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
736,77.34621,192.168.1.79,192.168.1.93,TCP,66,52,61590,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
737,77.346211,192.168.1.79,192.168.1.93,TCP,66,52,61591,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
738,77.346211,192.168.1.79,192.168.1.93,TCP,66,52,61592,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
739,77.346214,192.168.1.79,192.168.1.93,TCP,66,52,61593,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
740,77.346214,192.168.1.79,192.168.1.93,TCP,66,52,61594,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
741,77.346256,192.168.1.93,192.168.1.79,TCP,54,40,80,61588,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
742,77.346256,192.168.1.93,192.168.1.79,TCP,54,40,80,61589,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
743,77.346257,192.168.1.93,192.168.1.79,TCP,54,40,80,61590,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
744,77.346257,192.168.1.93,192.168.1.79,TCP,54,40,80,61591,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
745,77.346257,192.168.1.93,192.168.1.79,TCP,54,40,80,61592,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
746,77.346257,192.168.1.93,192.168.1.79,TCP,54,40,80,61593,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
747,77.346258,192.168.1.93,192.168.1.79,TCP,54,40,80,61594,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
748,77.347397,192.168.1.79,192.168.1.93,TCP,66,52,61595,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
749,77.3474,192.168.1.79,192.168.1.93,TCP,66,52,61596,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
750,77.347401,192.168.1.79,192.168.1.93,TCP,66,52,61597,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
751,77.347401,192.168.1.79,192.168.1.93,TCP,66,52,61598,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
752,77.347402,192.168.1.79,192.168.1.93,TCP,66,52,61599,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
753,77.347445,192.168.1.93,192.168.1.79,TCP,54,40,80,61595,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
754,77.347445,192.168.1.93,192.168.1.79,TCP,54,40,80,61596,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
755,77.347445,192.168.1.93,192.168.1.79,TCP,54,40,80,61597,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
756,77.347446,192.168.1.93,192.168.1.79,TCP,54,40,80,61598,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
757,77.347446,192.168.1.93,192.168.1.79,TCP,54,40,80,61599,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
758,77.347703,192.168.1.79,192.168.1.93,TCP,66,52,61600,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
759,77.347705,192.168.1.79,192.168.1.93,TCP,66,52,61601,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
760,77.347706,192.168.1.79,192.168.1.93,TCP,66,52,61602,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
761,77.347706,192.168.1.79,192.168.1.93,TCP,66,52,61603,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
762,77.347707,192.168.1.79,192.168.1.93,TCP,66,52,61604,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
763,77.347707,192.168.1.79,192.168.1.93,TCP,66,52,61605,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
764,77.347708,192.168.1.79,192.168.1.93,TCP,66,52,61606,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
765,77.347739,192.168.1.93,192.168.1.79,TCP,54,40,80,61600,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
766,77.347739,192.168.1.93,192.168.1.79,TCP,54,40,80,61601,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
767,77.347739,192.168.1.93,192.168.1.79,TCP,54,40,80,61602,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
768,77.347739,192.168.1.93,192.168.1.79,TCP,54,40,80,61603,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
769,77.347739,192.168.1.93,192.168.1.79,TCP,54,40,80,61604,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
770,77.34774,192.168.1.93,192.168.1.79,TCP,54,40,80,61605,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
771,77.34774,192.168.1.93,192.168.1.79,TCP,54,40,80,61606,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
772,77.349029,192.168.1.79,192.168.1.93,TCP,66,52,61607,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
773,77.349031,192.168.1.79,192.168.1.93,TCP,66,52,61608,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
774,77.349032,192.168.1.79,192.168.1.93,TCP,66,52,61609,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
775,77.349032,192.168.1.79,192.168.1.93,TCP,66,52,61610,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
776,77.349078,192.168.1.93,192.168.1.79,TCP,54,40,80,61607,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
777,77.349079,192.168.1.93,192.168.1.79,TCP,54,40,80,61608,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
778,77.349079,192.168.1.93,192.168.1.79,TCP,54,40,80,61609,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
779,77.349079,192.168.1.93,192.168.1.79,TCP,54,40,80,61610,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
780,77.349358,192.168.1.79,192.168.1.93,TCP,66,52,61611,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
781,77.349361,192.168.1.79,192.168.1.93,TCP,66,52,61612,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
782,77.349362,192.168.1.79,192.168.1.93,TCP,66,52,61613,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
783,77.349363,192.168.1.79,192.168.1.93,TCP,66,52,61614,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
784,77.349387,192.168.1.93,192.168.1.79,TCP,54,40,80,61611,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
785,77.349388,192.168.1.93,192.168.1.79,TCP,54,40,80,61612,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
786,77.349388,192.168.1.93,192.168.1.79,TCP,54,40,80,61613,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
787,77.349388,192.168.1.93,192.168.1.79,TCP,54,40,80,61614,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
788,77.35044,192.168.1.79,192.168.1.93,TCP,66,52,61615,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
789,77.350443,192.168.1.79,192.168.1.93,TCP,66,52,61616,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
790,77.350443,192.168.1.79,192.168.1.93,TCP,66,52,61617,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
791,77.350444,192.168.1.79,192.168.1.93,TCP,66,52,61618,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
792,77.350444,192.168.1.79,192.168.1.93,TCP,66,52,61619,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
793,77.350447,192.168.1.79,192.168.1.93,TCP,66,52,61620,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
794,77.350448,192.168.1.79,192.168.1.93,TCP,66,52,61621,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
795,77.350449,192.168.1.79,192.168.1.93,TCP,66,52,61622,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
796,77.35045,192.168.1.79,192.168.1.93,TCP,66,52,61623,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
797,77.35045,192.168.1.79,192.168.1.93,TCP,66,52,61624,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
798,77.350451,192.168.1.79,192.168.1.93,TCP,66,52,61625,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
799,77.350492,192.168.1.93,192.168.1.79,TCP,54,40,80,61615,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
800,77.350492,192.168.1.93,192.168.1.79,TCP,54,40,80,61616,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
801,77.350493,192.168.1.93,192.168.1.79,TCP,54,40,80,61617,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
802,77.350493,192.168.1.93,192.168.1.79,TCP,54,40,80,61618,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
803,77.350493,192.168.1.93,192.168.1.79,TCP,54,40,80,61619,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
804,77.350493,192.168.1.93,192.168.1.79,TCP,54,40,80,61620,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
805,77.350493,192.168.1.93,192.168.1.79,TCP,54,40,80,61621,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
806,77.350493,192.168.1.93,192.168.1.79,TCP,54,40,80,61622,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
807,77.350494,192.168.1.93,192.168.1.79,TCP,54,40,80,61623,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
808,77.350494,192.168.1.93,192.168.1.79,TCP,54,40,80,61624,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
809,77.350494,192.168.1.93,192.168.1.79,TCP,54,40,80,61625,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
810,77.350813,192.168.1.79,192.168.1.93,TCP,66,52,61626,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
811,77.350814,192.168.1.79,192.168.1.93,TCP,66,52,61627,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
812,77.350855,192.168.1.93,192.168.1.79,TCP,54,40,80,61626,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
813,77.350856,192.168.1.93,192.168.1.79,TCP,54,40,80,61627,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
814,77.351499,192.168.1.79,192.168.1.93,TCP,66,52,61628,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
815,77.351501,192.168.1.79,192.168.1.93,TCP,66,52,61629,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
816,77.351502,192.168.1.79,192.168.1.93,TCP,66,52,61630,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
817,77.351502,192.168.1.79,192.168.1.93,TCP,66,52,61631,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
818,77.351503,192.168.1.79,192.168.1.93,TCP,66,52,61632,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
819,77.351505,192.168.1.79,192.168.1.93,TCP,66,52,61633,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
820,77.35154,192.168.1.93,192.168.1.79,TCP,54,40,80,61628,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
821,77.351541,192.168.1.93,192.168.1.79,TCP,54,40,80,61629,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
822,77.351541,192.168.1.93,192.168.1.79,TCP,54,40,80,61630,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
823,77.351541,192.168.1.93,192.168.1.79,TCP,54,40,80,61631,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
824,77.351541,192.168.1.93,192.168.1.79,TCP,54,40,80,61632,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
825,77.351541,192.168.1.93,192.168.1.79,TCP,54,40,80,61633,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
826,77.352243,192.168.1.79,192.168.1.93,TCP,66,52,61634,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
827,77.352248,192.168.1.79,192.168.1.93,TCP,66,52,61635,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
828,77.352248,192.168.1.79,192.168.1.93,TCP,66,52,61636,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
829,77.352249,192.168.1.79,192.168.1.93,TCP,66,52,61637,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
830,77.35225,192.168.1.79,192.168.1.93,TCP,66,52,61638,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
831,77.352252,192.168.1.79,192.168.1.93,TCP,66,52,61639,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
832,77.35229,192.168.1.93,192.168.1.79,TCP,54,40,80,61634,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
833,77.352291,192.168.1.93,192.168.1.79,TCP,54,40,80,61635,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
834,77.352291,192.168.1.93,192.168.1.79,TCP,54,40,80,61636,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
835,77.352291,192.168.1.93,192.168.1.79,TCP,54,40,80,61637,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
836,77.352291,192.168.1.93,192.168.1.79,TCP,54,40,80,61638,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
837,77.352292,192.168.1.93,192.168.1.79,TCP,54,40,80,61639,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
838,77.353279,192.168.1.79,192.168.1.93,TCP,66,52,61640,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
839,77.353282,192.168.1.79,192.168.1.93,TCP,66,52,61641,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
840,77.353283,192.168.1.79,192.168.1.93,TCP,66,52,61642,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
841,77.353284,192.168.1.79,192.168.1.93,TCP,66,52,61643,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
842,77.353325,192.168.1.93,192.168.1.79,TCP,54,40,80,61640,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
843,77.353325,192.168.1.93,192.168.1.79,TCP,54,40,80,61641,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
844,77.353325,192.168.1.93,192.168.1.79,TCP,54,40,80,61642,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
845,77.353326,192.168.1.93,192.168.1.79,TCP,54,40,80,61643,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
846,77.353602,192.168.1.79,192.168.1.93,TCP,66,52,61644,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
847,77.353604,192.168.1.79,192.168.1.93,TCP,66,52,61645,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
848,77.353604,192.168.1.79,192.168.1.93,TCP,66,52,61646,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
849,77.353605,192.168.1.79,192.168.1.93,TCP,66,52,61647,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
850,77.353627,192.168.1.93,192.168.1.79,TCP,54,40,80,61644,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
851,77.353627,192.168.1.93,192.168.1.79,TCP,54,40,80,61645,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
852,77.353627,192.168.1.93,192.168.1.79,TCP,54,40,80,61646,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
853,77.353628,192.168.1.93,192.168.1.79,TCP,54,40,80,61647,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
854,77.353936,192.168.1.79,192.168.1.93,TCP,66,52,61648,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
855,77.353938,192.168.1.79,192.168.1.93,TCP,66,52,61649,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
856,77.353939,192.168.1.79,192.168.1.93,TCP,66,52,61652,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
857,77.353939,192.168.1.79,192.168.1.93,TCP,66,52,61653,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
858,77.35394,192.168.1.79,192.168.1.93,TCP,66,52,61654,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
859,77.353942,192.168.1.79,192.168.1.93,TCP,66,52,61655,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
860,77.353958,192.168.1.93,192.168.1.79,TCP,54,40,80,61648,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
861,77.353958,192.168.1.93,192.168.1.79,TCP,54,40,80,61649,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
862,77.353958,192.168.1.93,192.168.1.79,TCP,54,40,80,61652,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
863,77.353965,192.168.1.93,192.168.1.79,TCP,54,40,80,61653,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
864,77.353965,192.168.1.93,192.168.1.79,TCP,54,40,80,61654,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
865,77.35397,192.168.1.93,192.168.1.79,TCP,54,40,80,61655,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
866,77.355708,192.168.1.79,192.168.1.93,TCP,66,52,61656,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
867,77.355712,192.168.1.79,192.168.1.93,TCP,66,52,61657,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
868,77.355712,192.168.1.79,192.168.1.93,TCP,66,52,61658,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
869,77.355751,192.168.1.93,192.168.1.79,TCP,54,40,80,61656,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
870,77.355751,192.168.1.93,192.168.1.79,TCP,54,40,80,61657,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
871,77.355751,192.168.1.93,192.168.1.79,TCP,54,40,80,61658,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
872,77.356092,192.168.1.79,192.168.1.93,TCP,66,52,61659,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
873,77.356095,192.168.1.79,192.168.1.93,TCP,66,52,61660,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
874,77.356096,192.168.1.79,192.168.1.93,TCP,66,52,61661,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
875,77.356097,192.168.1.79,192.168.1.93,TCP,66,52,61662,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
876,77.356097,192.168.1.79,192.168.1.93,TCP,66,52,61663,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
877,77.356101,192.168.1.79,192.168.1.93,TCP,66,52,61664,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
878,77.356102,192.168.1.79,192.168.1.93,TCP,66,52,61665,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
879,77.356103,192.168.1.79,192.168.1.93,TCP,66,52,61666,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
880,77.356104,192.168.1.79,192.168.1.93,TCP,66,52,61667,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
881,77.356105,192.168.1.79,192.168.1.93,TCP,66,52,61668,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
882,77.356106,192.168.1.79,192.168.1.93,TCP,66,52,61669,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
883,77.356106,192.168.1.79,192.168.1.93,TCP,66,52,61670,80,c4:b3:01:d8:fb:ff,b4:2e:99:d0:fa:1a,,
884,77.356129,192.168.1.93,192.168.1.79,TCP,54,40,80,61659,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
885,77.356129,192.168.1.93,192.168.1.79,TCP,54,40,80,61660,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
886,77.356129,192.168.1.93,192.168.1.79,TCP,54,40,80,61661,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
887,77.356145,192.168.1.93,192.168.1.79,TCP,54,40,80,61662,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
888,77.356145,192.168.1.93,192.168.1.79,TCP,54,40,80,61663,b4:2e:99:d0:fa:1a,c4:b3:01:d8:fb:ff,,
